amphurEN,amphurTH,changwat,lat,long,pop,area,zip
Thawi Watthana,ทวีวัฒนา,Krung Thep Maha Nakhon,13.776110999999998,100.320833,61177.0,1218.0,10170.0
Tha Wung,ท่าวุ้ง,Lopburi,14.815,100.51167,50687.0,208.8,15150.0
Tha Yang,ท่ายาง,Phetchaburi,12.97333,99.88778,80794.0,109.7,76130.0
Thepha,เทพา,Songkhla,6.82833,100.965,69278.0,70.8,90150.0
Thepharak,เทพารักษ์,Nakhon Ratchasima,15.309439999999999,101.55056,23279.0,65.1,30210.0
Thep Sathit,เทพสถิต,Chaiyaphum,15.391670000000001,101.45,65735.0,75.1,36230.0
Thoen,เถิน,Lampang,17.61167,99.21583000000001,61694.0,38.4,52160.0
Thoeng,เทิง,Chiang Rai,19.68556,100.19360999999999,84507.0,102.9,57160.0
Thon Buri,ธนบุรี,Krung Thep Maha Nakhon,13.725,100.48583,175768.0,20555.0,10600.0
Thong Pha Phum,ทองผาภูมิ,Kanchanaburi,14.745829999999998,98.625,62848.0,17.2,71180.0
Thong Saen Khan,ทองแสนขัน,Uttaradit,17.475279999999998,100.33361,33042.0,44.3,53230.0
Thung Chang,ทุ่งช้าง,Nan,19.387220000000003,100.87583000000001,18296.0,24.0,55130.0
Thung Fon,ทุ่งฝน,Udon Thani,17.47167,103.26,31029.0,136.2,41310.0
Thung Hua Chang,ทุ่งหัวช้าง,Lamphun,18.00306,99.02778,19067.0,39.2,51160.0
Thung Khao Luang,ทุ่งเขาหลวง,Roi Et,15.992220000000001,103.85916999999999,24260.0,174.7,45170.0
Thung Khru,ทุ่งครุ,Krung Thep Maha Nakhon,13.633308,100.49571999999999,104827.0,3410.0,10140.0
Thung Saliam,ทุ่งเสลี่ยม,Sukhothai,17.320829999999997,99.56083000000001,49962.0,87.66,64150.0
Thung Si Udom,ทุ่งศรีอุดม,Ubon Ratchathani,14.733329999999999,104.91,26986.0,87.9,34160.0
Thung Song,ทุ่งสง,Nakhon Si Thammarat,8.164719999999999,99.68083,151563.0,140.3,80110.0
Thung Tako,ทุ่งตะโก,Chumphon,10.11028,99.08278,23535.0,70.3,86220.0
Thung Wa,ทุ่งหว้า,Satun,7.10917,99.75583,20683.0,45.75,91120.0
Thung Yai,ทุ่งใหญ่,Nakhon Si Thammarat,8.296669999999999,99.375,67202.0,111.4,80240.0
Thung Yang Daeng,ทุ่งยางแดง,Pattani,6.6175,101.42583,20203.0,175.7,94140.0
Trakan Phuet Phon,ตระการพืชผล,Ubon Ratchathani,15.61222,105.02193999999999,120587.0,91.7,34130.0
Mueang Trang,เมืองตรัง,Trang,7.558330000000001,99.61,147034.0,268.0,92000.0
Mueang Trat,เมืองตราด,Trat,12.23167,102.51333000000001,89661.0,95.5,23000.0
Tron,ตรอน,Uttaradit,17.48222,100.11306,35036.0,113.6,53140.0
Ubolratana,อุบลรัตน์,Khon Kaen,16.752779999999998,102.63278000000001,43362.0,88.9,40250.0
Mueang Ubon Ratchathani,เมืองอุบลราชธานี,Ubon Ratchathani,15.22889,104.85417,211855.0,521.3,34000.0
Mueang Udon Thani,เมืองอุดรธานี,Udon Thani,17.415,102.78667,397049.0,358.5,41000.0
Umphang,อุ้มผาง,Tak,16.01667,98.86278,25757.0,6.0,63170.0
Uthai,อุทัย,Ayutthaya,14.361939999999999,100.67028,39943.0,213.8,13210.0
Mueang Uthai Thani,เมืองอุทัยธานี,Uthai Thani,15.379439999999999,100.02472,52591.0,210.3,61000.0
U Thong,อู่ทอง,Suphanburi,14.37556,99.89222,111696.0,1172.0,72160.0
Uthumphon Phisai,อุทุมพรพิสัย,Sisaket,15.111670000000002,104.14,109618.0,268.7,33120.0
Mueang Uttaradit,เมืองอุตรดิตถ์,Uttaradit,17.62583,100.09666999999999,151108.0,200.6,53000.0
Vibhavadi,วิภาวดี,Surat Thani,9.23889,98.97889,12791.0,23.4,84180.0
Wachirabarami,วชิรบารมี,Phichit,16.525,100.145,30739.0,118.5,66140.0
Waeng,แว้ง,Narathiwat,5.928059999999999,101.88389000000001,47314.0,136.2,96160.0
Waeng Noi,แวงน้อย,Khon Kaen,15.80361,102.41583,42408.0,149.5,40230.0
Waeng Yai,แวงใหญ่,Khon Kaen,15.959439999999999,102.54778,29424.0,155.6,40330.0
Wang Chan,วังจันทร์,Rayong,12.93472,101.52028,24481.0,61.9,21210.0
Wang Chao,วังเจ้า,Tak,16.70417,99.24278000000001,29726.0,90.4,63000.0
Wang Chin,วังชิ้น,Phrae,17.9,99.60333,47720.0,39.2,54160.0
Wang Hin,วังหิน,Sisaket,14.948329999999999,104.23,46888.0,197.3,33270.0
Wang Muang,วังม่วง,Saraburi,14.84556,101.13444,17536.0,51.9,18220.0
Wang Nam Khiao,วังน้ำเขียว,Nakhon Ratchasima,14.41833,101.85,41485.0,36.7,30370.0
Wang Nam Yen,วังน้ำเย็น,Sa Kaeo,13.499720000000002,102.18194,62059.0,190.9,27210.0
Wang Noi,วังน้อย,Ayutthaya,14.22667,100.71528,64130.0,259.3,13170.0
Wang Nuea,วังเหนือ,Lampang,19.145,99.62,44777.0,43.4,52140.0
Wang Pong,วังโป่ง,Phetchabun,16.34111,100.79333000000001,38473.0,70.8,67240.0
Wang Sai Phun,วังทรายพูน,Phichit,16.38833,100.53833,25541.0,98.4,66180.0
Wang Sam Mo,วังสามหมอ,Udon Thani,16.949720000000003,103.42860999999999,55730.0,76.6,41280.0
Wang Saphung,วังสะพุง,Loei,17.30167,101.76833,109424.0,94.6,42130.0
Wang Sombun,วังสมบูรณ์,Sa Kaeo,13.396939999999999,102.19861,35334.0,92.1,27250.0
Wang Thong,วังทอง,Phitsanulok,16.824170000000002,100.42860999999999,119103.0,71.5,65130.0
Wang Thonglang,วังทองหลาง,Krung Thep Maha Nakhon,18.694992000000003,98.78976999999999,114940.0,4.854,10310.0
Wang Wiset,วังวิเศษ,Trang,7.735,99.39333,38696.0,81.1,92220.0
Wang Yang,วังยาง,Nakhon Phanom,17.05611,104.45528,14440.0,104.7,48130.0
Wanon Niwat,วานรนิวาส,Sakon Nakhon,17.63222,103.75194,121097.0,119.4,47120.0
Wan Yai,หว้านใหญ่,Mukdahan,16.7275,104.73889,18683.0,221.2,49150.0
Wapi Pathum,วาปีปทุม,Maha Sarakham,15.846670000000001,103.38,114020.0,188.1,44160.0
Warin Chamrap,วารินชำราบ,Ubon Ratchathani,15.2025,104.8675,156355.0,226.3,34190.0
Waritchaphum,วาริชภูมิ,Sakon Nakhon,17.293329999999997,103.63667,51067.0,107.3,47150.0
Wat Bot,วัดโบสถ์,Phitsanulok,16.98028,100.33333,37165.0,28.0,65160.0
Wat Phleng,วัดเพลง,Ratchaburi,13.45389,99.88694,12228.0,322.6,70170.0
Wat Sing,วัดสิงห์,Chainat,15.255279999999999,100.03806,2632789.0,83.5,17120.0
Watthana,วัฒนา,Krung Thep Maha Nakhon,13.742220000000001,100.58583,82582.0,6.572,10110.0
Watthana Nakhon,วัฒนานคร,Sa Kaeo,13.747779999999999,102.3075,79856.0,51.1,27160.0
Wiang Chai,เวียงชัย,Chiang Rai,19.88306,99.93306,43968.0,169.9,57210.0
Wiang Chiang Rung,เวียงเชียงรุ้ง,Chiang Rai,20.01306,100.05694,26531.0,100.8,57210.0
Wiang Haeng,เวียงแหง,Chiang Mai,19.55944,98.63556,28876.0,93.8,50350.0
Wiang Kaen,เวียงแก่น,Chiang Rai,20.11222,100.51361,32310.0,61.4,57310.0
Wiang Kao,เวียงเก่า,Khon Kaen,16.67861,102.29444000000001,19750.0,69.1,40140.0
Wiang Nong Long,เวียงหนองล่อง,Lamphun,18.39333,98.71833000000001,18628.0,377.8,51120.0
Wiang Pa Pao,เวียงป่าเป้า,Chiang Rai,19.348329999999997,99.50667,68198.0,56.2,57170.0
Wiang Sa,เวียงสระ,Nan,18.598333,100.74,70357.0,37.0,55110.0
Wiang Sa,เวียงสระ,Surat Thani,8.629722000000001,99.343056,41030.0,96.0,84190.0
Wichian Buri,วิเชียรบุรี,Phetchabun,15.65722,101.10667,129291.0,79.2,67130.0
Wihan Daeng,วิหารแดง,Saraburi,14.34639,100.98944,33883.0,165.7,18150.0
Wiset Chai Chan,วิเศษชัยชาญ,Ang Thong,14.594439999999999,100.33861,65298.0,290.6,14110.0
Yaha,ยะหา,Yala,6.478330000000001,101.135,51546.0,103.1,95120.0
Mueang Yala,เมืองยะลา,Yala,6.5425,101.28305999999999,161194.0,620.3,95000.0
Yang Chum Noi,ยางชุมน้อย,Sisaket,15.26167,104.40111,36991.0,191.2,33180.0
Yang Sisurat,ยางสีสุราช,Maha Sarakham,15.69,103.10333,35482.0,146.3,44210.0
Yang Talat,ยางตลาด,Kalasin,16.40222,103.37306,129022.0,207.2,46120.0
Yan Nawa,ยานนาวา,Krung Thep Maha Nakhon,13.69694,100.54306,88986.0,5.341,10120.0
Yan Ta Khao,ย่านตาขาว,Trang,7.38667,99.66667,61416.0,142.5,92140.0
Yarang,ยะรัง,Pattani,6.760280000000001,101.29333000000001,83770.0,455.2,94160.0
Yaring,ยะหริ่ง,Pattani,6.866389999999999,101.36917,77941.0,396.0,94150.0
Mueang Yasothon,เมืองยโสธร,Yasothon,15.794720000000002,104.14056,129999.0,224.8,35000.0
Yi-ngo,ยี่งอ,Narathiwat,6.40306,101.70611,40685.0,202.9,96180.0
