model,year,price,transmission,mileage,fuelType,mpg,engineSize
Tucson,2019.0,21490,Manual,223,Petrol,34.9,1.6
I10,2017.0,6297,Manual,20132,Petrol,60.1,1.0
I20,2017.0,8500,Manual,21166,,62.8,1.0
IX35,2013.0,8199,Manual,26454,Diesel,48.7,1.7
Tucson,2017.0,11698,Manual,13673,Petrol,44.8,1.6
I20,2019.0,12498,Manual,1023,Petrol,46.3,1.2
Tucson,2016.0,10698,Manual,59776,Diesel,61.7,1.7
I30,2019.0,23995,Manual,7214,Petrol,34.0,2.0
Ioniq,2019.0,15970,Automatic,8601,Hybrid,78.5,1.6
Tucson,2018.0,17995,Semi-Auto,2191,Petrol,39.8,1.6
I800,2018.0,15498,Manual,36164,Diesel,28.0,2.5
IX35,2013.0,8471,Automatic,49180,Diesel,39.2,2.0
Tucson,2017.0,13100,Manual,21119,Diesel,61.7,1.7
Ioniq,2017.0,16495,Automatic,19096,Hybrid,78.5,1.6
I20,2019.0,11780,Manual,1485,Petrol,47.9,1.0
I30,2013.0,6000,Manual,47246,Petrol,47.1,1.4
Tucson,2018.0,13950,Manual,7573,Petrol,44.8,1.6
I10,,9000,Manual,10268,Petrol,57.7,1.2
Kona,2018.0,12998,Manual,13655,Petrol,52.3,1.0
Kona,2019.0,22989,Semi-Auto,10,Petrol,37.7,1.6
I10,2017.0,6489,Manual,42479,Petrol,57.7,1.2
IX20,2015.0,7480,Automatic,17950,Petrol,43.6,1.6
I20,2016.0,5490,Manual,88000,Diesel,68.9,1.4
Ioniq,2017.0,15995,Automatic,18436,Hybrid,78.5,1.6
Ioniq,2019.0,18695,Automatic,2760,Hybrid,78.5,1.6
Tucson,2018.0,12698,Manual,14183,Petrol,44.8,1.6
Tucson,2017.0,16457,Semi-Auto,27911,Diesel,57.6,1.7
I30,2017.0,9990,Manual,49035,Diesel,74.3,1.6
I10,2015.0,5998,Semi-Auto,41835,Petrol,47.9,1.2
Ioniq,2017.0,17800,Automatic,21553,Hybrid,78.5,1.6
Tucson,2019.0,22591,Semi-Auto,3500,Diesel,47.1,1.6
I30,2019.0,22989,Manual,3391,Petrol,34.0,2.0
I10,2019.0,9295,Manual,2000,Petrol,49.6,1.0
IX35,2013.0,8200,Manual,34500,Diesel,53.3,1.7
Ioniq,2018.0,18970,Automatic,14886,Hybrid,256.8,1.6
I10,2017.0,6397,Manual,31125,Petrol,60.1,1.0
Kona,2018.0,12394,Manual,20414,Petrol,52.3,1.0
Tucson,2015.0,11999,Manual,38973,Diesel,58.9,2.0
Ioniq,2019.0,21000,Automatic,5308,Hybrid,78.5,1.6
I10,2015.0,5995,Manual,32806,Petrol,60.1,1.0
I30,2015.0,7646,Manual,29786,Diesel,72.4,1.6
I30,2019.0,21999,Manual,8259,,34.0,2.0
I30,2018.0,11531,Automatic,35097,Petrol,51.4,1.4
I20,2015.0,7650,Manual,44226,Petrol,55.4,1.2
Tucson,2019.0,14600,Manual,18432,Petrol,34.9,1.6
Kona,2018.0,14750,Manual,8847,Petrol,44.1,1.0
I30,2015.0,8799,Automatic,32745,Diesel,67.3,1.6
Tucson,2018.0,16495,Semi-Auto,33500,Diesel,57.7,1.7
I30,2015.0,8798,Manual,21701,Petrol,48.7,1.4
Ioniq,2019.0,22989,Automatic,5222,Hybrid,78.5,1.6
Ioniq,,15109,Automatic,36722,Hybrid,78.5,1.6
Ioniq,2018.0,14500,Automatic,28526,Hybrid,78.5,1.6
Tucson,2016.0,11498,Manual,52938,Diesel,61.7,1.7
Tucson,2016.0,13298,Manual,35251,Diesel,61.7,1.7
I10,2017.0,6881,Manual,25884,Petrol,60.1,1.0
I10,2014.0,6000,Manual,27397,Petrol,60.1,1.0
Kona,2018.0,14964,Manual,13733,Petrol,44.1,1.0
Tucson,2017.0,14600,Manual,17528,Diesel,61.7,1.7
I20,2018.0,10495,Manual,5657,Petrol,46.3,1.2
Tucson,2016.0,12995,Semi-Auto,49000,Diesel,57.6,1.7
IX20,2015.0,7000,Manual,19705,Petrol,50.4,1.4
Tucson,2016.0,11795,Manual,37878,Diesel,61.7,1.7
I20,2018.0,8645,Manual,9888,Petrol,55.4,1.2
I20,2017.0,9499,Manual,8474,Petrol,58.9,1.2
I10,2017.0,7000,Manual,8962,Petrol,60.1,1.0
Kona,2019.0,14470,Manual,20189,Petrol,44.1,1.0
Tucson,2019.0,15790,Manual,17970,Petrol,34.9,1.6
Kona,2018.0,15995,Manual,23400,Petrol,52.3,1.0
Tucson,2016.0,20113,Automatic,33943,Diesel,46.3,2.0
Tucson,2016.0,11500,Manual,38334,Petrol,44.8,1.6
I30,2015.0,7830,Manual,24042,Petrol,47.1,1.4
I10,2017.0,5992,Manual,26921,Petrol,60.1,1.0
I10,2015.0,5891,Manual,23234,Petrol,60.1,1.0
I20,2018.0,9991,Manual,8804,Petrol,58.9,1.2
Ioniq,2020.0,20990,Automatic,3140,Hybrid,62.8,1.6
Tucson,2016.0,10500,Manual,48868,Diesel,61.7,1.7
I30,2017.0,10785,Manual,19273,Diesel,74.3,1.6
Kona,2019.0,14298,Manual,9829,Petrol,44.1,1.0
Kona,2018.0,12810,Manual,10478,Petrol,54.3,1.0
I20,2016.0,8796,Manual,25344,Petrol,58.9,1.0
IX20,2017.0,9490,Manual,21354,Petrol,50.4,1.4
Tucson,2019.0,26439,Semi-Auto,6000,Diesel,40.4,2.0
Tucson,2015.0,15769,Manual,16212,Diesel,58.9,2.0
IX35,2013.0,7999,Manual,55736,Diesel,48.7,2.0
IX20,2015.0,7495,Automatic,43000,Petrol,43.6,1.6
I10,2017.0,6740,Manual,33859,Petrol,57.7,1.2
Ioniq,2018.0,17234,Automatic,10873,Hybrid,78.5,1.6
I30,2015.0,7520,Manual,46142,Diesel,78.4,1.6
Tucson,2018.0,15549,Manual,9056,Diesel,61.7,1.7
I20,2018.0,9999,Manual,10000,Petrol,46.3,1.2
Tucson,2017.0,12397,Manual,27473,Diesel,61.7,1.7
Tucson,2017.0,13690,Manual,51626,Diesel,47.9,2.0
I20,2016.0,9560,Manual,15085,Petrol,58.9,1.0
Tucson,2020.0,24749,Semi-Auto,6000,Petrol,36.2,1.6
I30,2019.0,13000,Manual,10065,,60.1,1.6
Santa Fe,2016.0,17995,Semi-Auto,34670,Diesel,42.8,2.2
I10,2018.0,7690,Manual,8623,Petrol,60.1,1.0
Tucson,2017.0,15295,Semi-Auto,8474,Diesel,57.6,1.7
Kona,2020.0,25195,Automatic,1500,Hybrid,52.3,
Santa Fe,2017.0,17400,Manual,28366,Diesel,47.1,2.2
I10,2016.0,6995,Manual,14959,Petrol,57.6,1.2
Tucson,2018.0,17190,Semi-Auto,35400,Diesel,57.7,1.7
I30,2018.0,11995,Manual,22102,Petrol,52.3,1.4
Kona,2019.0,13995,Manual,15507,,44.1,1.0
I10,2016.0,6699,Manual,10499,Petrol,60.1,1.0
IX20,2013.0,4799,Manual,85000,Petrol,45.6,1.4
I20,2017.0,10700,Automatic,3283,Petrol,45.6,1.4
Santa Fe,2016.0,15995,Automatic,42812,Diesel,42.2,2.2
IX35,2014.0,7298,Manual,71289,Diesel,53.3,1.7
I10,2018.0,9750,Manual,16874,Petrol,57.7,1.2
Tucson,2015.0,11950,Manual,57000,Diesel,61.7,1.7
Kona,2019.0,16999,Manual,50,Petrol,44.1,1.0
Tucson,2017.0,16298,Semi-Auto,38763,Diesel,57.7,1.7
Ioniq,2018.0,17298,Automatic,19348,Hybrid,78.5,1.6
IX35,2014.0,7840,Manual,50664,,53.3,1.7
I20,2019.0,12490,Manual,310,Petrol,46.3,1.2
I30,2018.0,10575,Manual,17774,Petrol,56.5,1.0
Ioniq,2017.0,15999,Automatic,23700,Hybrid,78.5,1.6
I40,2015.0,8499,Manual,50500,Diesel,67.3,1.7
I30,2017.0,10120,Manual,32769,Diesel,74.3,1.6
Kona,2019.0,14998,Manual,2383,Petrol,44.1,1.0
IX35,,8799,Manual,25892,Diesel,48.7,1.7
Tucson,2019.0,15498,Manual,17131,Petrol,34.9,
Kona,2019.0,19995,Semi-Auto,10,Petrol,37.7,1.6
Kona,2019.0,13998,Manual,8777,Petrol,44.1,1.0
I10,2018.0,6595,Manual,32641,Petrol,60.1,1.0
I10,2018.0,7495,Manual,10936,Petrol,60.1,1.0
I800,2017.0,14000,Manual,34492,Diesel,37.7,2.5
Tucson,2018.0,13985,Manual,15563,Diesel,61.7,1.7
I30,2016.0,8900,Manual,17350,Petrol,48.7,1.4
I10,2018.0,7695,Manual,15885,Petrol,60.1,1.0
Tucson,2016.0,12295,Manual,26452,Diesel,61.7,1.7
Tucson,2017.0,14995,Semi-Auto,20940,Diesel,57.6,1.7
Tucson,2017.0,13998,Semi-Auto,37578,Diesel,57.6,1.7
I30,2016.0,7998,Manual,29465,Petrol,50.4,1.4
Santa Fe,2013.0,15739,Semi-Auto,25976,Diesel,41.5,2.2
I800,2019.0,21980,Automatic,10124,Diesel,28.0,2.5
Santa Fe,2018.0,20749,Manual,17452,Diesel,47.1,2.2
Ioniq,2019.0,17699,Automatic,9337,Hybrid,78.5,1.6
Tucson,2017.0,15270,Automatic,31470,Diesel,46.3,2.0
I30,2017.0,11795,Manual,13480,Petrol,52.3,1.4
Tucson,2017.0,12249,Manual,12845,Petrol,44.8,1.6
Tucson,2018.0,16672,Semi-Auto,31792,Petrol,39.8,1.6
I10,,6300,Manual,31513,Petrol,60.1,1.0
Tucson,2018.0,21999,Manual,8462,Petrol,35.8,1.6
I10,2018.0,8500,Manual,9031,Petrol,57.7,1.2
I30,,10995,Manual,16030,Petrol,56.5,1.0
Tucson,2017.0,12995,Manual,12490,Petrol,44.8,1.6
I10,2009.0,4495,Automatic,59000,Petrol,47.9,1.2
I20,2017.0,11250,Automatic,14675,Petrol,44.1,1.4
Tucson,2018.0,14250,Manual,15844,Petrol,44.8,1.6
Kona,2018.0,17495,Manual,30,Petrol,44.1,1.0
Tucson,2016.0,13000,Manual,29708,Diesel,61.7,1.7
I30,2015.0,7998,Manual,27706,Diesel,78.4,1.6
I30,2016.0,8789,Semi-Auto,37023,Diesel,72.4,1.6
I10,2017.0,6760,Manual,16403,Petrol,60.1,1.0
Ioniq,2020.0,20950,Semi-Auto,400,Hybrid,62.8,1.6
Tucson,,15999,Semi-Auto,11247,,57.6,1.7
I20,2015.0,7799,Manual,19900,Petrol,51.4,1.4
I20,2015.0,6698,Manual,43795,Petrol,51.4,
I10,,5191,Manual,28224,Petrol,61.4,1.0
Tucson,2019.0,17490,Semi-Auto,17452,Petrol,36.2,1.6
I30,2015.0,8995,Manual,29900,Diesel,72.4,1.6
Tucson,2017.0,13500,Manual,36147,Diesel,61.7,1.7
Ioniq,2019.0,19995,Automatic,7386,Hybrid,256.8,1.6
Tucson,,17995,Semi-Auto,31548,Petrol,39.8,1.6
I10,2014.0,5989,Manual,24986,Petrol,57.6,1.2
I20,2018.0,9494,Manual,11010,Petrol,58.9,1.2
I30,2011.0,4195,Manual,62000,Petrol,43.5,1.6
Tucson,2017.0,16800,Manual,21875,Petrol,38.7,1.6
I20,2018.0,9499,Manual,15958,Petrol,58.9,1.2
I10,2017.0,7490,Manual,31801,Petrol,57.7,1.2
I10,2017.0,9500,Semi-Auto,17120,Petrol,47.9,1.2
Tucson,2020.0,20991,Semi-Auto,450,Petrol,36.2,1.6
Kona,2018.0,14495,Manual,18474,Petrol,52.3,1.0
I30,2019.0,17750,Automatic,2772,Petrol,44.1,1.4
I10,2018.0,7895,Manual,15207,Petrol,60.1,1.0
Tucson,2019.0,15998,Manual,9488,Petrol,34.9,1.6
I10,2017.0,7500,Manual,16483,Petrol,57.7,1.2
Tucson,2019.0,22999,Semi-Auto,3294,Petrol,36.2,1.6
IX20,2016.0,6995,Manual,41691,Diesel,64.2,1.6
Tucson,2019.0,21750,Semi-Auto,100,Petrol,36.2,1.6
Santa Fe,2013.0,12245,Semi-Auto,72854,Diesel,41.5,2.2
Tucson,2018.0,16495,Semi-Auto,33500,Diesel,57.7,1.7
Santa Fe,2019.0,33495,Semi-Auto,6209,Diesel,39.2,2.2
Kona,2018.0,13998,Manual,8980,Petrol,44.1,1.0
I10,2017.0,7290,Manual,12351,Petrol,60.1,1.0
Tucson,2017.0,13989,Manual,26991,Petrol,44.8,1.6
Kona,2019.0,13970,Manual,7178,Petrol,44.1,1.0
Tucson,2017.0,13495,Manual,31903,Petrol,44.8,1.6
I10,2017.0,7350,Manual,17531,Petrol,60.1,1.0
Tucson,2019.0,22500,Manual,6155,Hybrid,51.4,1.6
I20,2016.0,8300,Manual,14646,Petrol,58.9,1.2
Tucson,2018.0,17190,Semi-Auto,33026,Diesel,57.7,1.7
I800,2016.0,14998,Automatic,17110,Diesel,33.6,2.5
I30,2019.0,18989,Manual,2122,Petrol,42.2,1.4
I30,2017.0,10000,Manual,20000,,56.5,1.0
I10,2019.0,9995,Manual,100,Petrol,49.6,1.0
I10,2017.0,7495,Manual,27894,Petrol,60.1,1.0
I40,2017.0,10995,Manual,30000,Diesel,67.3,1.7
I10,2017.0,6490,Manual,26908,Petrol,60.1,1.0
Ioniq,2018.0,15000,Automatic,13727,Hybrid,78.5,1.6
Tucson,2016.0,11495,Manual,19312,Diesel,61.7,1.7
Tucson,2016.0,12700,Manual,45910,,47.9,2.0
